group_name	group_id	subgroup_name	subgroup_id	reactome_id	pathway_name	n_genes	neutrophil_total	monocyte_total
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-937061	TRIF (TICAM1)-mediated TLR4 signaling	2.0000	0.6856	0.4395
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	2.0000	0.1974	0.3500
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	2.0000	0.7113	0.6841
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-9758274	Regulation of NF-kappa B signaling	2.0000	0.6856	0.4395
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-844455	The NLRP1 inflammasome	2.0000	0.1407	0.2650
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-5607764	CLEC7A (Dectin-1) signaling	2.0000	0.7289	0.7807
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-445989	TAK1-dependent IKK and NF-kappa-B activation	2.0000	0.6856	0.4395
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168638	NOD1/2 Signaling Pathway	2.0000	0.6896	0.5175
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	2.0000	0.6856	0.4395
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-166166	MyD88-independent TLR4 cascade	2.0000	0.6856	0.4395
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-2029485	Role of phospholipids in phagocytosis	1.0000	0.1292	0.3939
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	1.0000	0.1292	0.3939
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-9686114	Non-canonical inflammasome activation	1.0000	0.0973	0.1751
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-9855719	Regulation of FXIIa and plasma kallikrein activity	1.0000	0.0033	0.3088
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-9970672	FXIIa activates plasma kallikrein-kinin system	1.0000	0.0033	0.3088
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-9960525	CASP5-mediated substrate cleavage	1.0000	0.0973	0.1751
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-9960519	CASP4-mediated substrate cleavage	1.0000	0.0973	0.1751
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	1.0000	0.1292	0.3939
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-5660668	CLEC7A/inflammasome pathway	1.0000	0.5998	0.3868
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-5621575	CD209 (DC-SIGN) signaling	1.0000	0.4109	0.6219
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation	1.0000	0.1292	0.3939
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-2871809	FCERI mediated Ca+2 mobilization	1.0000	0.1292	0.3939
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death	1.0000	0.5998	0.3868
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-933541	TRAF6 mediated IRF7 activation	1.0000	0.1115	0.2973
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-933542	TRAF6 mediated NF-kB activation	1.0000	0.1115	0.2973
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-918233	TRAF3-dependent IRF activation pathway	1.0000	0.1115	0.2973
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-2562578	TRIF-mediated programmed cell death	1.0000	0.5998	0.3868
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-1428517	Aerobic respiration and respiratory electron transport	228.0000	36.3556	114.0264
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-611105	Respiratory electron transport	152.0000	27.1189	84.1197
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-6799198	Complex I biogenesis	68.0000	11.9476	36.9851
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-9864848	Complex IV assembly	47.0000	10.8266	30.9327
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-71403	Citric acid cycle (TCA cycle)	33.0000	2.5456	8.2801
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-70268	Pyruvate metabolism	27.0000	1.7442	4.5039
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-9865881	Complex III assembly	23.0000	3.5596	12.5725
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-9854311	Maturation of TCA enzymes and regulation of TCA cycle	20.0000	1.3621	3.9926
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-163210	Formation of ATP by chemiosmotic coupling	18.0000	5.7136	19.2505
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-9861718	Regulation of pyruvate metabolism	16.0000	1.0562	2.3428
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	15.0000	1.0548	2.2951
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-9856872	Malate-aspartate shuttle	7.0000	0.4424	1.6228
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-9861559	PDH complex synthesizes acetyl-CoA from PYR	6.0000	0.2718	0.8523
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-166187	Mitochondrial Uncoupling	6.0000	0.0885	0.6254
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-167826	The fatty acid cycling model	5.0000	0.0884	0.6249
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-9853506	OGDH complex synthesizes succinyl-CoA from 2-OG	3.0000	0.7156	1.2773
Metabolism	R-HSA-1430728	Aerobic respiration and respiratory electron transport	R-HSA-1428517	R-HSA-880009	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	3.0000	0.0422	0.1439
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-211859	Biological oxidations	33.0000	1.3197	6.0921
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-211945	Phase I - Functionalization of compounds	20.0000	1.1356	3.0689
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-156580	Phase II - Conjugation of compounds	12.0000	0.1789	2.8676
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-211897	Cytochrome P450 - arranged by substrate type	9.0000	0.0685	0.4744
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-211976	Endogenous sterols	7.0000	0.0678	0.4736
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-159424	Conjugation of carboxylic acids	6.0000	0.0071	0.0063
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-156587	Amino Acid conjugation	6.0000	0.0071	0.0063
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-177128	Conjugation of salicylate with glycine	5.0000	0.0050	0.0037
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-156590	Glutathione conjugation	4.0000	0.1505	2.1623
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-177135	Conjugation of benzoate with glycine	3.0000	0.0026	0.0040
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-5423646	Aflatoxin activation and detoxification	3.0000	0.0277	1.4817
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-71384	Ethanol oxidation	3.0000	0.1494	1.2041
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-141333	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	2.0000	0.3676	0.3105
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-140179	Amine Oxidase reactions	2.0000	0.3676	0.3105
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-177162	Conjugation of phenylacetate with glutamine	2.0000	0.0023	0.0033
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-211916	Vitamins	2.0000	0.0007	0.0008
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-156581	Methylation	1.0000	0.0088	0.6077
Metabolism	R-HSA-1430728	Biological oxidations	R-HSA-211859	R-HSA-156588	Glucuronidation	1.0000	0.0125	0.0913
